number,timestamp,src_ip,dst_ip,protocol,src_port,dst_port,seq,length
582,2018-12-22 01:12:04.460705,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
583,2018-12-22 01:12:04.478697,104.248.160.24,192.168.1.196,TCP,80,59944,55025,1514
584,2018-12-22 01:12:04.481950,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
585,2018-12-22 01:12:04.482446,104.248.160.24,192.168.1.196,TCP,80,59944,56473,1514
586,2018-12-22 01:12:04.485698,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
587,2018-12-22 01:12:04.494696,104.248.160.24,192.168.1.196,TCP,80,59944,57921,1514
588,2018-12-22 01:12:04.498243,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
589,2018-12-22 01:12:04.506689,104.248.160.24,192.168.1.196,TCP,80,59944,59369,1514
590,2018-12-22 01:12:04.510177,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
591,2018-12-22 01:12:04.518928,104.248.160.24,192.168.1.196,TCP,80,59944,60817,1514
592,2018-12-22 01:12:04.522177,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
593,2018-12-22 01:12:04.530922,104.248.160.24,192.168.1.196,TCP,80,59944,62265,1514
594,2018-12-22 01:12:04.534167,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
595,2018-12-22 01:12:04.543167,104.248.160.24,192.168.1.196,TCP,80,59944,63713,1514
596,2018-12-22 01:12:04.546170,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
597,2018-12-22 01:12:04.555404,104.248.160.24,192.168.1.196,TCP,80,59944,65161,1514
598,2018-12-22 01:12:04.558417,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
599,2018-12-22 01:12:04.567653,104.248.160.24,192.168.1.196,TCP,80,59944,66609,1514
600,2018-12-22 01:12:04.570653,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
601,2018-12-22 01:12:04.579392,104.248.160.24,192.168.1.196,TCP,80,59944,68057,1514
602,2018-12-22 01:12:04.582639,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
603,2018-12-22 01:12:04.591644,104.248.160.24,192.168.1.196,TCP,80,59944,69505,1514
604,2018-12-22 01:12:04.594637,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
605,2018-12-22 01:12:04.615620,104.248.160.24,192.168.1.196,TCP,80,59944,70953,1514
606,2018-12-22 01:12:04.615875,104.248.160.24,192.168.1.196,TCP,80,59944,72401,1514
607,2018-12-22 01:12:04.616119,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
608,2018-12-22 01:12:04.616367,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
609,2018-12-22 01:12:04.645855,104.248.160.24,192.168.1.196,TCP,80,59944,73849,1514
610,2018-12-22 01:12:04.646102,104.248.160.24,192.168.1.196,TCP,80,59944,75297,1514
611,2018-12-22 01:12:04.647357,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
612,2018-12-22 01:12:04.647859,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
613,2018-12-22 01:12:04.657351,104.248.160.24,192.168.1.196,TCP,80,59944,76745,1514
614,2018-12-22 01:12:04.658852,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
615,2018-12-22 01:12:04.679729,104.248.160.24,192.168.1.196,TCP,80,59944,78193,1514
616,2018-12-22 01:12:04.679827,104.248.160.24,192.168.1.196,TCP,80,59944,79641,1514
617,2018-12-22 01:12:04.680090,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
618,2018-12-22 01:12:04.680336,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
619,2018-12-22 01:12:04.691331,104.248.160.24,192.168.1.196,TCP,80,59944,81089,1514
620,2018-12-22 01:12:04.691829,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
621,2018-12-22 01:12:04.703574,104.248.160.24,192.168.1.196,TCP,80,59944,82537,1514
622,2018-12-22 01:12:04.703826,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
623,2018-12-22 01:12:04.715568,104.248.160.24,192.168.1.196,TCP,80,59944,83985,1514
624,2018-12-22 01:12:04.715818,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
625,2018-12-22 01:12:04.727995,104.248.160.24,192.168.1.196,TCP,80,59944,85433,1514
626,2018-12-22 01:12:04.728303,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
627,2018-12-22 01:12:04.739799,104.248.160.24,192.168.1.196,TCP,80,59944,86881,1514
628,2018-12-22 01:12:04.740297,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
629,2018-12-22 01:12:04.766039,104.248.160.24,192.168.1.196,TCP,80,59944,88329,536
630,2018-12-22 01:12:04.766532,192.168.1.196,104.248.160.24,TCP,59944,80,150,66
631,2018-12-22 01:12:04.792022,104.248.160.24,192.168.1.196,TCP,80,59944,88800,66
632,2018-12-22 01:12:04.804016,192.168.1.196,104.248.160.24,TCP,59946,80,0,74
633,2018-12-22 01:12:05.881153,192.168.1.196,104.248.160.24,TCP,59946,80,0,74
634,2018-12-22 01:12:07.961219,192.168.1.196,104.248.160.24,TCP,59946,80,0,74
635,2018-12-22 01:12:07.986695,104.248.160.24,192.168.1.196,TCP,80,59946,0,74
636,2018-12-22 01:12:07.986951,192.168.1.196,104.248.160.24,TCP,59946,80,1,66
637,2018-12-22 01:12:07.987200,192.168.1.196,104.248.160.24,TCP,59946,80,1,215
638,2018-12-22 01:12:08.009442,104.248.160.24,192.168.1.196,TCP,80,59946,1,66
639,2018-12-22 01:12:08.009933,104.248.160.24,192.168.1.196,TCP,80,59946,1449,1514
640,2018-12-22 01:12:08.010191,104.248.160.24,192.168.1.196,TCP,80,59946,4345,1514
641,2018-12-22 01:12:08.010432,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
642,2018-12-22 01:12:08.010681,192.168.1.196,104.248.160.24,TCP,59946,80,150,86
643,2018-12-22 01:12:08.021944,104.248.160.24,192.168.1.196,TCP,80,59946,7241,1514
644,2018-12-22 01:12:08.022189,192.168.1.196,104.248.160.24,TCP,59946,80,150,94
645,2018-12-22 01:12:08.033670,104.248.160.24,192.168.1.196,TCP,80,59946,1,1514
646,2018-12-22 01:12:08.034172,192.168.1.196,104.248.160.24,TCP,59946,80,150,86
647,2018-12-22 01:12:08.045917,104.248.160.24,192.168.1.196,TCP,80,59946,10137,1514
648,2018-12-22 01:12:08.046171,192.168.1.196,104.248.160.24,TCP,59946,80,150,94
649,2018-12-22 01:12:08.057907,104.248.160.24,192.168.1.196,TCP,80,59946,11585,1514
650,2018-12-22 01:12:08.058408,192.168.1.196,104.248.160.24,TCP,59946,80,150,94
651,2018-12-22 01:12:08.070154,104.248.160.24,192.168.1.196,TCP,80,59946,2897,1514
652,2018-12-22 01:12:08.070405,192.168.1.196,104.248.160.24,TCP,59946,80,150,86
653,2018-12-22 01:12:08.082144,104.248.160.24,192.168.1.196,TCP,80,59946,5793,1514
654,2018-12-22 01:12:08.082645,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
655,2018-12-22 01:12:08.094390,104.248.160.24,192.168.1.196,TCP,80,59946,8689,1514
656,2018-12-22 01:12:08.094641,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
657,2018-12-22 01:12:08.106384,104.248.160.24,192.168.1.196,TCP,80,59946,14481,1514
658,2018-12-22 01:12:08.106882,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
659,2018-12-22 01:12:08.118626,104.248.160.24,192.168.1.196,TCP,80,59946,1,1514
660,2018-12-22 01:12:08.118878,192.168.1.196,104.248.160.24,TCP,59946,80,150,86
661,2018-12-22 01:12:08.130869,104.248.160.24,192.168.1.196,TCP,80,59946,2897,1514
662,2018-12-22 01:12:08.131127,192.168.1.196,104.248.160.24,TCP,59946,80,150,86
663,2018-12-22 01:12:08.142607,104.248.160.24,192.168.1.196,TCP,80,59946,15929,1514
664,2018-12-22 01:12:08.143111,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
665,2018-12-22 01:12:08.154856,104.248.160.24,192.168.1.196,TCP,80,59946,5793,1514
666,2018-12-22 01:12:08.155107,192.168.1.196,104.248.160.24,TCP,59946,80,150,86
667,2018-12-22 01:12:08.166848,104.248.160.24,192.168.1.196,TCP,80,59946,8689,1514
668,2018-12-22 01:12:08.167344,192.168.1.196,104.248.160.24,TCP,59946,80,150,86
669,2018-12-22 01:12:08.179092,104.248.160.24,192.168.1.196,TCP,80,59946,17377,1514
670,2018-12-22 01:12:08.179344,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
671,2018-12-22 01:12:08.191084,104.248.160.24,192.168.1.196,TCP,80,59946,18825,1514
672,2018-12-22 01:12:08.191337,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
673,2018-12-22 01:12:08.207325,104.248.160.24,192.168.1.196,TCP,80,59946,20273,1514
674,2018-12-22 01:12:08.207575,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
675,2018-12-22 01:12:08.215066,104.248.160.24,192.168.1.196,TCP,80,59946,21721,1514
676,2018-12-22 01:12:08.215565,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
677,2018-12-22 01:12:08.227312,104.248.160.24,192.168.1.196,TCP,80,59946,23169,1514
678,2018-12-22 01:12:08.227563,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
679,2018-12-22 01:12:08.239302,104.248.160.24,192.168.1.196,TCP,80,59946,13033,1514
680,2018-12-22 01:12:08.239801,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
681,2018-12-22 01:12:08.251551,104.248.160.24,192.168.1.196,TCP,80,59946,24617,1514
682,2018-12-22 01:12:08.251803,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
683,2018-12-22 01:12:08.263538,104.248.160.24,192.168.1.196,TCP,80,59946,26065,1514
684,2018-12-22 01:12:08.264037,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
685,2018-12-22 01:12:08.275793,104.248.160.24,192.168.1.196,TCP,80,59946,27513,1514
686,2018-12-22 01:12:08.276036,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
687,2018-12-22 01:12:08.287783,104.248.160.24,192.168.1.196,TCP,80,59946,28961,1514
688,2018-12-22 01:12:08.288037,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
689,2018-12-22 01:12:08.301771,104.248.160.24,192.168.1.196,TCP,80,59946,30409,1514
690,2018-12-22 01:12:08.302270,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
691,2018-12-22 01:12:08.324761,104.248.160.24,192.168.1.196,TCP,80,59946,31857,1514
692,2018-12-22 01:12:08.325011,104.248.160.24,192.168.1.196,TCP,80,59946,33305,1514
693,2018-12-22 01:12:08.326506,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
694,2018-12-22 01:12:08.326751,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
695,2018-12-22 01:12:08.336753,104.248.160.24,192.168.1.196,TCP,80,59946,34753,1514
696,2018-12-22 01:12:08.338245,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
697,2018-12-22 01:12:08.358248,104.248.160.24,192.168.1.196,TCP,80,59946,36201,1514
698,2018-12-22 01:12:08.360489,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
699,2018-12-22 01:12:08.368477,104.248.160.24,192.168.1.196,TCP,80,59946,37649,1514
700,2018-12-22 01:12:08.370735,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
701,2018-12-22 01:12:08.383476,104.248.160.24,192.168.1.196,TCP,80,59946,39097,1514
702,2018-12-22 01:12:08.385219,104.248.160.24,192.168.1.196,TCP,80,59946,40545,1514
703,2018-12-22 01:12:08.385971,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
704,2018-12-22 01:12:08.387716,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
705,2018-12-22 01:12:08.398962,104.248.160.24,192.168.1.196,TCP,80,59946,41993,1514
706,2018-12-22 01:12:08.401217,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
707,2018-12-22 01:12:08.410212,104.248.160.24,192.168.1.196,TCP,80,59946,43441,1514
708,2018-12-22 01:12:08.412710,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
709,2018-12-22 01:12:08.421453,104.248.160.24,192.168.1.196,TCP,80,59946,44889,1514
710,2018-12-22 01:12:08.423700,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
711,2018-12-22 01:12:08.433446,104.248.160.24,192.168.1.196,TCP,80,59946,46337,1514
712,2018-12-22 01:12:08.435694,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
713,2018-12-22 01:12:08.456684,104.248.160.24,192.168.1.196,TCP,80,59946,47785,1514
714,2018-12-22 01:12:08.457703,104.248.160.24,192.168.1.196,TCP,80,59946,49233,1514
715,2018-12-22 01:12:08.460179,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
716,2018-12-22 01:12:08.460928,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
717,2018-12-22 01:12:08.469913,104.248.160.24,192.168.1.196,TCP,80,59946,50681,1514
718,2018-12-22 01:12:08.473171,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
719,2018-12-22 01:12:08.481916,104.248.160.24,192.168.1.196,TCP,80,59946,52129,1514
720,2018-12-22 01:12:08.485167,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
721,2018-12-22 01:12:08.494162,104.248.160.24,192.168.1.196,TCP,80,59946,53577,1514
722,2018-12-22 01:12:08.497408,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
723,2018-12-22 01:12:08.520648,104.248.160.24,192.168.1.196,TCP,80,59946,55025,1514
724,2018-12-22 01:12:08.520892,104.248.160.24,192.168.1.196,TCP,80,59946,56473,1514
725,2018-12-22 01:12:08.524893,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
726,2018-12-22 01:12:08.525142,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
727,2018-12-22 01:12:08.532637,104.248.160.24,192.168.1.196,TCP,80,59946,57921,1514
728,2018-12-22 01:12:08.536637,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
729,2018-12-22 01:12:08.544378,104.248.160.24,192.168.1.196,TCP,80,59946,59369,1514
730,2018-12-22 01:12:08.548381,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
731,2018-12-22 01:12:08.556624,104.248.160.24,192.168.1.196,TCP,80,59946,60817,1514
732,2018-12-22 01:12:08.560622,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
733,2018-12-22 01:12:08.568615,104.248.160.24,192.168.1.196,TCP,80,59946,62265,1514
734,2018-12-22 01:12:08.572617,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
735,2018-12-22 01:12:08.581616,104.248.160.24,192.168.1.196,TCP,80,59946,63713,1514
736,2018-12-22 01:12:08.585355,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
737,2018-12-22 01:12:08.592843,104.248.160.24,192.168.1.196,TCP,80,59946,65161,1514
738,2018-12-22 01:12:08.596599,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
739,2018-12-22 01:12:08.605099,104.248.160.24,192.168.1.196,TCP,80,59946,66609,1514
740,2018-12-22 01:12:08.608845,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
741,2018-12-22 01:12:08.617091,104.248.160.24,192.168.1.196,TCP,80,59946,68057,1514
742,2018-12-22 01:12:08.620834,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
743,2018-12-22 01:12:08.629334,104.248.160.24,192.168.1.196,TCP,80,59946,69505,1514
744,2018-12-22 01:12:08.633076,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
745,2018-12-22 01:12:08.641327,104.248.160.24,192.168.1.196,TCP,80,59946,70953,1514
746,2018-12-22 01:12:08.645073,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
747,2018-12-22 01:12:08.653570,104.248.160.24,192.168.1.196,TCP,80,59946,73849,1514
748,2018-12-22 01:12:08.657318,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
749,2018-12-22 01:12:08.665815,104.248.160.24,192.168.1.196,TCP,80,59946,72401,1514
750,2018-12-22 01:12:08.669560,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
751,2018-12-22 01:12:08.677808,104.248.160.24,192.168.1.196,TCP,80,59946,75297,1514
752,2018-12-22 01:12:08.681561,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
753,2018-12-22 01:12:08.705285,104.248.160.24,192.168.1.196,TCP,80,59946,76745,1514
754,2018-12-22 01:12:08.705298,104.248.160.24,192.168.1.196,TCP,80,59946,78193,1514
755,2018-12-22 01:12:08.709786,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
756,2018-12-22 01:12:08.710037,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
757,2018-12-22 01:12:08.716785,104.248.160.24,192.168.1.196,TCP,80,59946,79641,1514
758,2018-12-22 01:12:08.721276,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
759,2018-12-22 01:12:08.729028,104.248.160.24,192.168.1.196,TCP,80,59946,81089,1514
760,2018-12-22 01:12:08.732025,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
761,2018-12-22 01:12:08.751259,104.248.160.24,192.168.1.196,TCP,80,59946,82537,1514
762,2018-12-22 01:12:08.753008,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
763,2018-12-22 01:12:08.759505,104.248.160.24,192.168.1.196,TCP,80,59946,83985,1514
764,2018-12-22 01:12:08.761012,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
765,2018-12-22 01:12:08.765256,104.248.160.24,192.168.1.196,TCP,80,59946,85433,1514
766,2018-12-22 01:12:08.766757,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
767,2018-12-22 01:12:08.777497,104.248.160.24,192.168.1.196,TCP,80,59946,86881,1514
768,2018-12-22 01:12:08.779001,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
769,2018-12-22 01:12:08.789482,104.248.160.24,192.168.1.196,TCP,80,59946,88329,1514
770,2018-12-22 01:12:08.790992,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
771,2018-12-22 01:12:08.801732,104.248.160.24,192.168.1.196,TCP,80,59946,89777,1514
772,2018-12-22 01:12:08.803487,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
773,2018-12-22 01:12:08.813726,104.248.160.24,192.168.1.196,TCP,80,59946,91225,1514
774,2018-12-22 01:12:08.815473,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
775,2018-12-22 01:12:08.828475,104.248.160.24,192.168.1.196,TCP,80,59946,92673,1514
776,2018-12-22 01:12:08.829728,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
777,2018-12-22 01:12:08.838966,104.248.160.24,192.168.1.196,TCP,80,59946,94121,1514
778,2018-12-22 01:12:08.840212,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
779,2018-12-22 01:12:08.850207,104.248.160.24,192.168.1.196,TCP,80,59946,95569,1514
780,2018-12-22 01:12:08.862447,104.248.160.24,192.168.1.196,TCP,80,59946,97017,1514
781,2018-12-22 01:12:08.863703,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
782,2018-12-22 01:12:08.874440,104.248.160.24,192.168.1.196,TCP,80,59946,98465,1514
783,2018-12-22 01:12:08.886677,104.248.160.24,192.168.1.196,TCP,80,59946,99913,1514
784,2018-12-22 01:12:08.887931,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
785,2018-12-22 01:12:08.900185,104.248.160.24,192.168.1.196,TCP,80,59946,102809,1514
786,2018-12-22 01:12:08.901431,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
787,2018-12-22 01:12:08.910668,104.248.160.24,192.168.1.196,TCP,80,59946,101361,1514
788,2018-12-22 01:12:08.911679,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
789,2018-12-22 01:12:08.922918,104.248.160.24,192.168.1.196,TCP,80,59946,105705,1514
790,2018-12-22 01:12:08.924168,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
791,2018-12-22 01:12:08.934906,104.248.160.24,192.168.1.196,TCP,80,59946,104257,1514
792,2018-12-22 01:12:08.936158,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
793,2018-12-22 01:12:08.947404,104.248.160.24,192.168.1.196,TCP,80,59946,108601,1514
794,2018-12-22 01:12:08.948405,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
795,2018-12-22 01:12:08.959396,104.248.160.24,192.168.1.196,TCP,80,59946,107153,1514
796,2018-12-22 01:12:08.960394,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
797,2018-12-22 01:12:08.971393,104.248.160.24,192.168.1.196,TCP,80,59946,111497,1514
798,2018-12-22 01:12:08.972390,192.168.1.196,104.248.160.24,TCP,59946,80,150,78
799,2018-12-22 01:12:08.983637,104.248.160.24,192.168.1.196,TCP,80,59946,110049,1514
800,2018-12-22 01:12:08.984636,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
801,2018-12-22 01:12:08.996375,104.248.160.24,192.168.1.196,TCP,80,59946,112945,1514
802,2018-12-22 01:12:08.997369,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
803,2018-12-22 01:12:09.008366,104.248.160.24,192.168.1.196,TCP,80,59946,114393,1514
804,2018-12-22 01:12:09.020107,104.248.160.24,192.168.1.196,TCP,80,59946,115841,1514
805,2018-12-22 01:12:09.020865,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
806,2018-12-22 01:12:09.032103,104.248.160.24,192.168.1.196,TCP,80,59946,117289,479
807,2018-12-22 01:12:09.041348,192.168.1.196,104.248.160.24,TCP,59946,80,150,66
808,2018-12-22 01:12:09.075325,192.168.1.196,104.248.160.24,TCP,59950,80,0,74
809,2018-12-22 01:12:10.126231,192.168.1.196,104.248.160.24,TCP,59950,80,0,74
810,2018-12-22 01:12:12.201304,192.168.1.196,104.248.160.24,TCP,59950,80,0,74
811,2018-12-22 01:12:16.283472,192.168.1.196,104.248.160.24,TCP,59950,80,0,74
812,2018-12-22 01:12:24.842834,192.168.1.196,104.248.160.24,TCP,59950,80,0,74
813,2018-12-22 01:12:41.481342,192.168.1.196,104.248.160.24,TCP,59950,80,0,74
814,2018-12-22 01:13:14.122981,192.168.1.196,104.248.160.24,TCP,59950,80,0,74
815,2018-12-22 01:14:22.321822,192.168.1.196,104.248.160.24,TCP,34778,80,0,74
816,2018-12-22 01:14:23.400965,192.168.1.196,104.248.160.24,TCP,34778,80,0,74
817,2018-12-22 01:14:25.481021,192.168.1.196,104.248.160.24,TCP,34778,80,0,74
818,2018-12-22 01:14:29.561193,192.168.1.196,104.248.160.24,TCP,34778,80,0,74
819,2018-12-22 01:14:37.961154,192.168.1.196,104.248.160.24,TCP,34778,80,0,74
820,2018-12-22 01:14:54.600915,192.168.1.196,104.248.160.24,TCP,34778,80,0,74
821,2018-12-22 01:15:27.241049,192.168.1.196,104.248.160.24,TCP,34778,80,0,74
822,2018-12-22 01:16:36.441586,192.168.1.196,104.248.160.24,TCP,47982,80,0,74
823,2018-12-22 01:16:37.481003,192.168.1.196,104.248.160.24,TCP,47982,80,0,74
824,2018-12-22 01:16:39.561058,192.168.1.196,104.248.160.24,TCP,47982,80,0,74
825,2018-12-22 01:16:43.640983,192.168.1.196,104.248.160.24,TCP,47982,80,0,74
826,2018-12-22 01:16:51.721124,192.168.1.196,104.248.160.24,TCP,47982,80,0,74
827,2018-12-22 01:17:08.361135,192.168.1.196,104.248.160.24,TCP,47982,80,0,74
828,2018-12-22 01:17:41.001031,192.168.1.196,104.248.160.24,TCP,47982,80,0,74
829,2018-12-22 01:18:50.561619,192.168.1.196,104.248.160.24,TCP,33076,80,0,74
830,2018-12-22 01:18:51.640995,192.168.1.196,104.248.160.24,TCP,33076,80,0,74
831,2018-12-22 01:18:53.721059,192.168.1.196,104.248.160.24,TCP,33076,80,0,74
832,2018-12-22 01:18:57.800984,192.168.1.196,104.248.160.24,TCP,33076,80,0,74
833,2018-12-22 01:19:06.121001,192.168.1.196,104.248.160.24,TCP,33076,80,0,74
834,2018-12-22 01:19:22.761007,192.168.1.196,104.248.160.24,TCP,33076,80,0,74
835,2018-12-22 01:19:55.400893,192.168.1.196,104.248.160.24,TCP,33076,80,0,74
836,2018-12-22 01:21:04.681400,192.168.1.196,104.248.160.24,TCP,45144,80,0,74
837,2018-12-22 01:21:05.720800,192.168.1.196,104.248.160.24,TCP,45144,80,0,74
838,2018-12-22 01:21:07.800862,192.168.1.196,104.248.160.24,TCP,45144,80,0,74
839,2018-12-22 01:21:11.881031,192.168.1.196,104.248.160.24,TCP,45144,80,0,74
840,2018-12-22 01:21:20.520854,192.168.1.196,104.248.160.24,TCP,45144,80,0,74
841,2018-12-22 01:21:37.160875,192.168.1.196,104.248.160.24,TCP,45144,80,0,74
842,2018-12-22 01:22:09.801011,192.168.1.196,104.248.160.24,TCP,45144,80,0,74
843,2018-12-22 01:23:23.921522,192.168.1.196,104.248.160.24,TCP,59438,80,0,74
844,2018-12-22 01:23:25.001158,192.168.1.196,104.248.160.24,TCP,59438,80,0,74
845,2018-12-22 01:23:27.081250,192.168.1.196,104.248.160.24,TCP,59438,80,0,74
846,2018-12-22 01:23:31.160917,192.168.1.196,104.248.160.24,TCP,59438,80,0,74
847,2018-12-22 01:23:39.400973,192.168.1.196,104.248.160.24,TCP,59438,80,0,74
848,2018-12-22 01:23:56.041009,192.168.1.196,104.248.160.24,TCP,59438,80,0,74
849,2018-12-22 01:24:28.680948,192.168.1.196,104.248.160.24,TCP,59438,80,0,74
850,2018-12-22 01:25:43.161833,192.168.1.196,104.248.160.24,TCP,44822,80,0,74
851,2018-12-22 01:25:44.201242,192.168.1.196,104.248.160.24,TCP,44822,80,0,74
852,2018-12-22 01:25:44.222230,104.248.160.24,192.168.1.196,TCP,80,44822,0,74
853,2018-12-22 01:25:44.222728,192.168.1.196,104.248.160.24,TCP,44822,80,1,66
854,2018-12-22 01:25:44.222735,192.168.1.196,104.248.160.24,TCP,44822,80,1,215
855,2018-12-22 01:25:44.267705,104.248.160.24,192.168.1.196,TCP,80,44822,1,66
856,2018-12-22 01:25:44.267955,104.248.160.24,192.168.1.196,TCP,80,44822,1,1514
857,2018-12-22 01:25:44.268204,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
858,2018-12-22 01:25:44.268212,104.248.160.24,192.168.1.196,TCP,80,44822,1449,1514
859,2018-12-22 01:25:44.268453,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
860,2018-12-22 01:25:44.279698,104.248.160.24,192.168.1.196,TCP,80,44822,2897,1514
861,2018-12-22 01:25:44.279946,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
862,2018-12-22 01:25:44.291690,104.248.160.24,192.168.1.196,TCP,80,44822,4345,1514
863,2018-12-22 01:25:44.291939,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
864,2018-12-22 01:25:44.303687,104.248.160.24,192.168.1.196,TCP,80,44822,7241,1514
865,2018-12-22 01:25:44.303932,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
866,2018-12-22 01:25:44.315678,104.248.160.24,192.168.1.196,TCP,80,44822,5793,1514
867,2018-12-22 01:25:44.315925,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
868,2018-12-22 01:25:44.327672,104.248.160.24,192.168.1.196,TCP,80,44822,8689,1514
869,2018-12-22 01:25:44.327918,192.168.1.196,104.248.160.24,TCP,44822,80,150,66
870,2018-12-22 01:25:44.339665,104.248.160.24,192.168.1.196,TCP,80,44822,11585,1514
871,2018-12-22 01:25:44.339912,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
872,2018-12-22 01:25:44.351657,104.248.160.24,192.168.1.196,TCP,80,44822,13033,1514
873,2018-12-22 01:25:44.351905,192.168.1.196,104.248.160.24,TCP,44822,80,150,78
